prison_id,wbgt_28_2016_2020,NAME,STATE,STATEFP,COUNTY,CITY,TYPE,POPULATION,CAPACITY,VAL_DATE
3298,23.6,USP TUCSON,AZ,04,PIMA,TUCSON,FEDERAL,1385,972,2019/11/13
3299,6.6,SIOUX CITY RESIDENTIAL TREATMENT FACILITY,IA,19,WOODBURY,SIOUX CITY,STATE,91,99,2019/12/11
3300,34.6,FCI FORREST CITY LOW,AR,05,ST. FRANCIS,FORREST CITY,FEDERAL,1821,1536,2019/11/11
3302,35,FCI FORREST CITY MEDIUM,AR,05,ST. FRANCIS,FORREST CITY,FEDERAL,1054,1119,2019/11/11
3304,0.2,MARION CORRECTIONAL INSTITUTION,OH,39,MARION,MARION,STATE,2296,2538,2020/02/20
3306,38.8,FPC MONTGOMERY,AL,01,MONTGOMERY,MONTGOMERY,FEDERAL,858,920,2019/11/05
3307,1.8,USP LEWISBURG,PA,42,UNION,LEWISBURG,FEDERAL,177,931,2020/01/31
3308,1.8,USP LEWISBURG CAMP,PA,42,UNION,LEWISBURG,FEDERAL,355,552,2020/01/31
3311,21.4,FTC OKLAHOMA CITY,OK,40,OKLAHOMA,OKLAHOMA CITY,FEDERAL,1406,1065,2020/01/21
3312,29.4,LUMBERTON CORRECTIONAL INSTITUTION,NC,37,ROBESON,LUMBERTON,STATE,784,768,2020/02/13
3313,0,MARION CORRECTIONAL INSTITUTION,NC,37,MCDOWELL,MARION,STATE,654,793,2020/02/13
3314,1.8,MDC LOS ANGELES,CA,06,LOS ANGELES,LOS ANGELES,FEDERAL,713,735,2019/11/25
3315,0.2,USP LOMPOC CAMP,CA,06,SANTA BARBARA,LOMPOC,FEDERAL,253,276,2019/11/25
3316,50.8,RAPIDES PARISH TRANSITIONAL WORK PROGRAM,LA,22,RAPIDES,ALEXANDRIA,COUNTY,201,315,2019/12/16
3317,5,ANCHOR CENTER,IA,19,LINN,CEDAR RAPIDS,STATE,13,26,2019/12/11
3318,0,USP FLORENCE ADMAX,CO,08,FREMONT,FLORENCE,FEDERAL,428,412,2019/12/20
3319,0,USP FLORENCE HIGH,CO,08,FREMONT,FLORENCE,FEDERAL,820,630,2019/12/20
3320,34.6,FCI EL RENO,OK,40,CANADIAN,EL RENO,FEDERAL,950,720,2020/01/21
3321,34.6,FCI EL RENO CAMP,OK,40,CANADIAN,EL RENO,FEDERAL,262,216,2020/01/21
3322,0,AURORA DETENTION FACILITY,CO,08,ADAMS,AURORA,FEDERAL,402,1532,2019/12/20
3323,48.8,BOSSIER MAXIMUM SECURITY FACILITY,LA,22,BOSSIER,PLAIN DEALING,COUNTY,251,544,2019/12/16
3324,0,MOUNTAIN VIEW CORRECTIONAL INSTITUTION,NC,37,AVERY,SPRUCE PINE,STATE,895,884,2020/02/13
3327,46.2,CALCASIEU SHERIFF'S PRISON,LA,22,CALCASIEU,LAKE CHARLES,COUNTY,622,683,2019/12/16
3328,53.4,FCI TEXARKANA CAMP,TX,48,BOWIE,TEXARKANA,FEDERAL,313,204,2020/02/14
3329,0,MASON COUNTY JAIL,MI,26,MASON,LUDINGTON,COUNTY,57,104,2019/12/20
3330,3.8,605 CENTER,IA,19,SCOTT,DAVENPORT,STATE,50,120,2019/12/11
3331,3.8,"RESIDENTIAL CORRECTIONAL FACILITY, DAVENPORT",IA,19,SCOTT,DAVENPORT,STATE,133,64,2019/12/11
3332,0.2,MENOMINEE COUNTY JAIL,MI,26,MENOMINEE,MENOMINEE,COUNTY,31,51,2019/12/20
3333,1.6,HAMPSHIRE COUNTY JAIL AND HOUSE OF CORRECTION,MA,25,HAMPSHIRE,NORTHAMPTON,COUNTY,255,287,2019/12/18
3334,19.2,NEUSE CORRECTIONAL INSTITUTION,NC,37,WAYNE,GOLDSBORO,STATE,15,788,2020/02/13
3335,17,FCI TALLADEGA CAMP,AL,01,TALLADEGA,TALLADEGA,FEDERAL,253,296,2019/10/22
3336,42.2,FCI ALICEVILLE,AL,01,PICKENS,ALICEVILLE,FEDERAL,1267,1536,2019/10/22
3337,0.4,ST. CROIX CORRECTIONAL CENTER,WI,55,ST. CROIX,NEW RICHMOND,STATE,104,94,2020/03/02
3338,42.2,FCI ALICEVILLE CAMP,AL,01,PICKENS,ALICEVILLE,FEDERAL,244,256,2019/10/22
3339,0.6,MIDLAND COUNTY JAIL,MI,26,MIDLAND,MIDLAND,COUNTY,135,274,2019/12/20
3340,23.6,USP TUCSON CAMP,AZ,04,PIMA,TUCSON,FEDERAL,134,128,2019/11/13
3342,2.4,MIDDLESEX COUNTY JAIL AND HOUSE OF CORRECTION,MA,25,MIDDLESEX,BILLERICA,COUNTY,985,1501,2019/12/18
3344,0.2,USP LOMPOC NORTH CAMP,CA,06,SANTA BARBARA,LOMPOC,FEDERAL,123,160,2019/11/25
3345,0,FCI FLORENCE CAMP,CO,08,FREMONT,FLORENCE,FEDERAL,484,512,2019/12/20
3348,1,FCI DANBURY,CT,09,FAIRFIELD,DANBURY,FEDERAL,815,554,2019/12/30
3349,55.2,FCI MARIANNA CAMP,FL,12,JACKSON,MARIANNA,FEDERAL,211,296,2019/12/12
3350,71.2,FCI MIAMI CAMP,FL,12,MIAMI-DADE,MIAMI,FEDERAL,382,264,2019/12/12
3351,75.6,FCI COLEMAN LOW CAMP,FL,12,SUMTER,SUMTERVILLE,FEDERAL,382,512,2019/12/12
3352,17,FCI TALLADEGA,AL,01,TALLADEGA,TALLADEGA,FEDERAL,793,624,2019/10/22
3353,6.2,MACON COUNTY JAIL,IL,17,MACON,DECATUR,COUNTY,329,425,2019/11/18
3357,0.8,FCI OXFORD CAMP,WI,55,ADAMS,OXFORD,FEDERAL,113,208,2020/03/02
3359,17.6,FCI EDGEFIELD CAMP,SC,45,EDGEFIELD,EDGEFIELD,FEDERAL,449,512,2020/02/07
3360,1.6,CLERMONT COUNTY JAIL,OH,39,CLERMONT,BATAVIA,COUNTY,400,334,2020/02/20
3361,0,CARTER COUNTY JAIL,TN,47,CARTER,ELIZABETHTON,COUNTY,226,293,2019/12/06
3362,0,FCI MCKEAN CAMP,PA,42,MCKEAN,LEWIS RUN,FEDERAL,215,292,2020/01/29
3363,69.6,FCI BASTROP CAMP,TX,48,BASTROP,BASTROP,FEDERAL,177,122,2020/02/14
3364,3,SOUTH BAY HOUSE OF CORRECTION,MA,25,SUFFOLK,BOSTON,COUNTY,1010,1892,2019/12/18
3365,14.4,MADISON COUNTY JAIL,IL,17,MADISON,EDWARDSVILLE,COUNTY,299,306,2019/11/18
3366,0,YELLOWSTONE COUNTY DETENTION FACILITY,MT,30,YELLOWSTONE,BILLINGS,COUNTY,502,274,2020/01/31
3367,27.2,WEST TENNESSEE DETENTION FACILITY,TN,47,TIPTON,MASON,MULTI,47,600,2019/12/06
3371,0.4,HAMBLEN COUNTY JAIL,TN,47,HAMBLEN,MORRISTOWN,COUNTY,421,255,2019/12/08
3374,61.2,BURLESON COUNTY JAIL,TX,48,BURLESON,CALDWELL,COUNTY,35,96,2020/02/11
3376,3,RANDOLPH CORRECTIONAL CENTER,NC,37,RANDOLPH,ASHEBORO,STATE,225,226,2020/02/13
3377,1.2,KNOX COUNTY JAIL,TN,47,KNOX,KNOXVILLE,COUNTY,210,215,2019/12/08
3379,14.8,CENTRALIA CORRECTIONAL CENTER,IL,17,CLINTON,CENTRALIA,STATE,1281,1572,2019/11/18
3382,2.6,WAYNE COUNTY JAIL,TN,47,WAYNE,WAYNESBORO,COUNTY,130,128,2019/12/08
3383,47.6,FCI PHOENIX CAMP,AZ,04,MARICOPA,PHOENIX,FEDERAL,274,272,2019/11/13
3386,4.6,CAPE MAY COUNTY CORRECTIONAL CENTER,NJ,34,CAPE MAY,CAPE MAY COURT HOUSE,COUNTY,246,188,2020/02/04
3387,37.4,FMC FORT WORTH,TX,48,TARRANT,FORT WORTH,FEDERAL,1612,1555,2020/02/18
3389,7.2,FCI VICTORVILLE MEDIUM II CAMP,CA,06,SAN BERNARDINO,VICTORVILLE,FEDERAL,278,256,2019/11/25
3390,2.2,RUTHERFORD CORRECTIONAL CENTER,NC,37,RUTHERFORD,SPINDALE,STATE,236,236,2020/02/13
3392,5.4,WILLIAMSON COUNTY JAIL,TN,47,WILLIAMSON,FRANKLIN,COUNTY,361,454,2019/12/06
3394,7.2,FCI VICTORVILLE MEDIUM II,CA,06,SAN BERNARDINO,VICTORVILLE,FEDERAL,1216,1152,2019/11/25
3398,61.8,SARASOTA COUNTY JAIL,FL,12,SARASOTA,SARASOTA,COUNTY,950,1026,2019/12/12
3399,8.4,CANNON COUNTY JAIL,TN,47,CANNON,WOODBURY,COUNTY,58,42,2019/12/06
3400,14.6,HOUSTON COUNTY JAIL,TN,47,HOUSTON,ERIN,COUNTY,36,35,2019/12/06
3401,27.2,SOUTHERN CORRECTIONAL INSTITUTION,NC,37,MONTGOMERY,TROY,STATE,672,624,2020/02/13
3402,6,ILLINOIS RIVER CORRECTIONAL CENTER,IL,17,FULTON,CANTON,STATE,1770,2338,2019/11/18
3403,7.2,FCI VICTORVILLE MEDIUM I,CA,06,SAN BERNARDINO,VICTORVILLE,FEDERAL,1235,1152,2019/11/25
3404,0.2,FCI LOMPOC,CA,06,SANTA BARBARA,LOMPOC,FEDERAL,1257,860,2019/11/25
3407,0.4,FAYETTE COUNTY JAIL,OH,39,FAYETTE,WASHINGTON COURT HOUSE,COUNTY,56,-999,2020/02/20
3408,0.2,PRICE COUNTY JAIL / SHERIFF,WI,55,PRICE,PHILLIPS,COUNTY,21,-999,2020/03/02
3411,8.6,PERRY COUNTY JAIL,TN,47,PERRY,LINDEN,COUNTY,52,59,2019/12/06
3412,1,MOORE COUNTY JAIL,TN,47,MOORE,LYNCHBURG,COUNTY,23,29,2019/12/06
3413,1.6,LEWIS COUNTY JAIL,TN,47,LEWIS,HOHENWALD,COUNTY,44,47,2019/12/06
3414,13.8,SOUTHWESTERN ILLINOIS CORRECTIONAL CENTER,IL,17,ST. CLAIR,EAST ST LOUIS,STATE,471,763,2019/11/18
3415,11.2,VANDALIA WORK CAMP,IL,17,FAYETTE,VANDALIA,STATE,404,-999,2019/11/18
3416,13.8,SOUTHWESTERN ILLINOIS WORK CAMP,IL,17,ST. CLAIR,EAST ST LOUIS,STATE,92,92,2019/11/18
3417,0.8,FORT PECK TRIBES JAIL,MT,30,ROOSEVELT,POPLAR,LOCAL,30,20,2020/01/31
3418,55.2,FCI MARIANNA,FL,12,JACKSON,MARIANNA,FEDERAL,1195,817,2019/12/12
3419,56.6,FCI TALLAHASSEE,FL,12,LEON,TALLAHASSEE,FEDERAL,925,628,2019/12/12
3420,0.2,ALPENA COUNTY JAIL / SHERIFF,MI,26,ALPENA,ALPENA,COUNTY,58,69,2019/12/20
3423,0.2,LEELANAU COUNTY JAIL,MI,26,LEELANAU,SUTTONS BAY,COUNTY,28,80,2019/12/20
3424,2.6,ILLINOIS YOUTH CENTER ST. CHARLES,IL,17,KANE,SAINT CHARLES,STATE,138,348,2019/11/18
3425,0.4,HURON COUNTY JAIL,MI,26,HURON,BAD AXE,COUNTY,68,70,2019/12/20
3426,43.8,BILLY MOORE CORRECTIONAL CENTER,TX,48,RUSK,OVERTON,STATE,496,500,2020/02/11
3427,1.4,HANCOCK COUNTY JAIL,OH,39,HANCOCK,FINDLAY,COUNTY,138,98,2020/02/20
3428,0,FSL ELKTON,OH,39,COLUMBIANA,LISBON,FEDERAL,437,512,2020/02/20
3432,0.2,KALKASKA COUNTY JAIL,MI,26,KALKASKA,KALKASKA,COUNTY,53,62,2019/12/20
3437,0.4,OTTAWA COUNTY JAIL,MI,26,OTTAWA,WEST OLIVE,COUNTY,286,462,2019/12/20
3439,3.6,MONROE COUNTY JAIL,MI,26,MONROE,MONROE,COUNTY,141,183,2019/12/20
3441,1.6,NORTHPOINT TRAINING CENTER,KY,21,BOYLE,BURGIN,STATE,1237,1226,2019/12/11
3442,21,TABOR CORRECTIONAL INSTITUTION,NC,37,COLUMBUS,TABOR CITY,STATE,1721,1752,2020/02/13
3444,41.4,ST. TAMMANY PARISH JAIL,LA,22,ST. TAMMANY,COVINGTON,COUNTY,1006,1192,2019/12/16
3446,2.2,HERITAGE TRAIL CORRECTIONAL FACILITY,IN,18,HENDRICKS,PLAINFIELD,STATE,858,1066,2019/12/11
3447,1.4,FCI MILAN,MI,26,WASHTENAW,MILAN,FEDERAL,1415,1015,2019/12/20
3449,1.4,FCI MILAN DETENTION CENTER,MI,26,WASHTENAW,MILAN,FEDERAL,251,162,2019/12/20
3450,0.2,BAY COUNTY LAW ENFORCEMENT CENTER,MI,26,BAY,BAY CITY,COUNTY,158,220,2019/12/20
3454,0.2,LIVINGSTON COUNTY JAIL,MI,26,LIVINGSTON,HOWELL,COUNTY,220,411,2019/12/20
3455,0.4,GRAND TRAVERSE COUNTY CORRECTIONAL FACILITY,MI,26,GRAND TRAVERSE,TRAVERSE CITY,COUNTY,154,194,2019/12/20
3456,71.2,FCI MIAMI,FL,12,MIAMI-DADE,MIAMI,FEDERAL,931,778,2019/12/12
3457,51.2,UNION PARISH DETENTION CENTER,LA,22,UNION,FARMERVILLE,COUNTY,381,388,2019/12/16
3458,44.6,WASHINGTON PARISH JAIL,LA,22,WASHINGTON,FRANKLINTON,COUNTY,157,144,2019/12/16
3461,14,ELLSWORTH CORRECTIONAL FACILITY / WORK RELEASE,KS,20,ELLSWORTH,ELLSWORTH,STATE,905,913,2019/12/11
3462,0,USP CANAAN,PA,42,WAYNE,WAYMART,FEDERAL,1188,960,2020/01/31
3463,0.4,OAKLAND COUNTY MAIN JAIL,MI,26,OAKLAND,PONTIAC,COUNTY,664,440,2019/12/20
3464,0.4,VAN BUREN COUNTY JAIL,MI,26,VAN BUREN,PAW PAW,COUNTY,148,158,2019/12/20
3465,1.2,LENAWEE COUNTY JAIL,MI,26,LENAWEE,ADRIAN,COUNTY,230,287,2019/12/20
3466,0,CHIPPEWA COUNTY JAIL,MI,26,CHIPPEWA,SAULT STE. MARIE,COUNTY,109,175,2019/12/20
3467,0.2,SAGINAW COUNTY JAIL,MI,26,SAGINAW,SAGINAW,COUNTY,480,513,2019/12/20
3468,0.4,TUSCOLA COUNTY JAIL,MI,26,TUSCOLA,CARO,COUNTY,242,80,2019/12/20
3470,0.4,GENESEE COUNTY JAIL,MI,26,GENESEE,FLINT,COUNTY,600,580,2019/12/20
3471,0.2,NEWAYGO COUNTY JAIL,MI,26,NEWAYGO,WHITE CLOUD,COUNTY,190,258,2019/12/20
3475,41.8,WEST FELICIANA PARISH DETENTION CENTER,LA,22,WEST FELICIANA,ST. FRANCISVILLE,COUNTY,38,39,2019/12/16
3476,6.4,CECIL COUNTY DETENTION CENTER,MD,24,CECIL,ELKTON,COUNTY,284,324,2019/12/16
3477,0.6,BARRY COUNTY JAIL,MI,26,BARRY,HASTINGS,COUNTY,75,97,2019/12/20
3479,0,JEFFERSON COUNTY CRIMINAL JUSTICE,MT,30,JEFFERSON,BOULDER,COUNTY,14,-999,2020/01/31
3480,8.2,NORTON CORRECTIONAL FACILITY,KS,20,NORTON,NORTON,STATE,803,867,2019/12/11
3481,10.8,NCF SATELLITE UNIT - EAST UNIT,KS,20,ROOKS,STOCKTON,STATE,124,128,2019/12/11
3484,8.8,CHARLES COUNTY DETENTION CENTER / ANNEX,MD,24,CHARLES,LA PLATA,COUNTY,333,490,2019/12/16
3486,1.4,WASHTENAW COUNTY JAIL,MI,26,WASHTENAW,ANN ARBOR,COUNTY,350,412,2019/12/20
3487,0,ANACONDA-DEER LODGE COUNTY JAIL,MT,30,DEER LODGE,ANACONDA,COUNTY,15,-999,2020/01/31
3491,0.4,MANSFIELD CORRECTIONAL INSTITUTION,OH,39,RICHLAND,MANSFIELD,STATE,2183,-999,2020/02/20
3493,7.8,FREDERICK COUNTY ADULT DETENTION CENTER,MD,24,FREDERICK,FREDERICK,COUNTY,374,405,2019/12/16
3494,0,HOUGHTON COUNTY JAIL,MI,26,HOUGHTON,HOUGHTON,COUNTY,28,28,2019/12/20
3497,0.6,ROCHESTER CORRECTIONAL FACILITY,NY,36,MONROE,ROCHESTER,STATE,64,70,2020/02/13
3499,0,CLATSOP COUNTY DETENTION CENTER,OR,41,CLATSOP,ASTORIA,COUNTY,60,60,2020/01/24
3501,0.2,BENZIE COUNTY JAIL,MI,26,BENZIE,BEULAH,COUNTY,35,47,2019/12/20
3502,0,USP CANAAN CAMP,PA,42,WAYNE,WAYMART,FEDERAL,116,128,2020/01/31
3503,0.2,BARAGA CORRECTIONAL FACILITY,MI,26,BARAGA,BARAGA,STATE,787,868,2019/12/20
3504,0.4,CENTRAL MICHIGAN CORRECTIONAL FACILITY,MI,26,GRATIOT,ST LOUIS,STATE,2542,2566,2019/12/20
3508,40,B B RAYBURN CORRECTIONAL CENTER,LA,22,WASHINGTON,ANGIE,STATE,1313,1314,2019/12/16
3509,45.4,ALLEN CORRECTIONAL CENTER,LA,22,ALLEN,KINDER,STATE,1579,1576,2019/12/16
3511,0,CHIPPEWA CORRECTIONAL FACILITY,MI,26,CHIPPEWA,KINCHELOE,STATE,2322,2366,2019/12/20
3513,0,DESCHUTES COUNTY ADULT JAIL,OR,41,DESCHUTES,BEND,COUNTY,265,452,2020/01/24
3515,3.6,BOSTON PRE-RELEASE CENTER,MA,25,SUFFOLK,ROSLINDALE,STATE,106,175,2019/12/18
3516,0,BARAGA COUNTY JAIL,MI,26,BARAGA,L'ANSE,COUNTY,21,26,2019/12/20
3517,0.4,RICHLAND CORRECTIONAL INSTITUTION,OH,39,RICHLAND,MANSFIELD,STATE,2598,2107,2020/02/20
3519,0.4,UNION COUNTY JAIL,OR,41,UNION,LA GRANDE,COUNTY,36,37,2020/01/24
3523,0,TILLAMOOK COUNTY CORRECTIONS FACILITY,OR,41,TILLAMOOK,TILLAMOOK,COUNTY,73,120,2020/01/24
3525,0.2,UMATILLA COUNTY CORRECTIONAL FACILITY,OR,41,UMATILLA,PENDLETON,COUNTY,207,252,2020/01/24
3526,35.8,FCI ESTILL,SC,45,HAMPTON,ESTILL,FEDERAL,977,768,2020/02/07
3527,57.8,DAVID WADE CORRECTIONAL CENTER,LA,22,CLAIBORNE,HOMER,STATE,1227,1224,2019/12/16
3530,0.4,CARSON CITY CORRECTIONAL FACILITY,MI,26,MONTCALM,CARSON CITY,STATE,2240,2248,2019/12/20
3532,7,FPC YANKTON,SD,46,YANKTON,YANKTON,FEDERAL,487,684,2020/02/07
3534,69.6,FCI BASTROP,TX,48,BASTROP,BASTROP,FEDERAL,1213,933,2020/02/14
3536,1.4,BERRIEN COUNTY JAIL,MI,26,BERRIEN,ST. JOSEPH,COUNTY,275,341,2019/12/20
3537,0.2,EARNEST C. BROOKS CORRECTIONAL FACILITY,MI,26,MUSKEGON,MUSKEGON HEIGHTS,STATE,1218,1246,2019/12/20
3539,38.8,FCI SEAGOVILLE,TX,48,DALLAS,SEAGOVILLE,FEDERAL,1829,1437,2020/02/14
3540,90.8,GOLIAD COUNTY JAIL,TX,48,GOLIAD,GOLIAD,COUNTY,16,48,2020/02/18
3541,0.6,180 DEGRESS ST. CLOUD GROUP HOME,MN,27,STEARNS,ST. CLOUD,STATE,12,12,2020/04/30
3544,0.8,180 DEGREES VONWALD GROUP HOME,MN,27,OLMSTED,ROCHESTER,STATE,12,12,2020/04/30
3546,0.4,BERRIEN COUNTY JUVENILE CENTER,MI,26,BERRIEN,ST. JOSEPH,COUNTY,48,42,2019/12/20
3547,0.6,G ROBERT COTTON CORRECTIONAL FACILITY,MI,26,JACKSON,JACKSON,STATE,1796,1842,2019/12/20
3548,1.4,GUS HARRISON CORRECTIONAL FACILITY,MI,26,LENAWEE,ADRIAN,STATE,2331,2368,2019/12/20
3549,0,EAGLE RIDGE BOYS RANCH,MN,27,TODD,CLARISSA,STATE,6,6,2020/04/30
3551,0.2,LEECH LAKE SATELLITE HOME/NMJC,MN,27,CASS,CASS LAKE,STATE,5,5,2020/04/30
3552,0.4,IONIA CORRECTIONAL FACILITY,MI,26,IONIA,IONIA,STATE,681,706,2019/12/20
3554,9,BALTIMORE CENTRAL BOOKING AND INTAKE CENTER,MD,24,BALTIMORE (CITY),BALTIMORE,STATE,166,895,2019/12/16
3555,0.4,LAKELAND CORRECTIONAL FACILITY,MI,26,BRANCH,COLDWATER,STATE,1460,1466,2019/12/20
3556,0.6,CASS COUNTY JAIL,MI,26,CASS,CASSOPOLIS,COUNTY,103,103,2019/12/20
3557,1,MACOMB CORRECTIONAL FACILITY,MI,26,MACOMB,NEW HAVEN,STATE,1355,1422,2019/12/20
3558,1.8,SOUTHERN OHIO CORRECTIONAL FACILITY,OH,39,SCIOTO,LUCASVILLE,STATE,1204,1638,2020/02/20
3560,0,MARQUETTE BRANCH PRISON,MI,26,MARQUETTE,MARQUETTE,STATE,1060,1172,2019/12/20
3561,0.2,CLARE COUNTY CORRECTIONAL FACILITY,MI,26,CLARE,HARRISON,COUNTY,163,176,2019/12/20
3562,9,BALTIMORE PRETRIAL COMPLEX,MD,24,BALTIMORE (CITY),BALTIMORE,STATE,313,-999,2019/12/16
3563,0,NORTH STAR GROUP HOME EAST,MN,27,ITASCA,DEER RIVER,STATE,8,8,2020/04/30
3566,0.6,MICHIGAN REFORMATORY,MI,26,IONIA,IONIA,STATE,1193,1337,2019/12/20
3567,25.8,FCI BENNETTSVILLE CAMP,SC,45,MARLBORO,BENNETTSVILLE,FEDERAL,117,128,2020/02/07
3568,40.8,FPC PENSACOLA,FL,12,ESCAMBIA,PENSACOLA,FEDERAL,693,499,2019/12/12
3572,0.6,LAKE ERIE COMMUNITY CORRECTIONS CENTER,OH,39,ERIE,SANDUSKY,LOCAL,36,44,2020/04/30
3573,0.8,NEW PHILADELPHIA GIRLS GROUP HOME,OH,39,TUSCARAWAS,NEW PHILADELPHIA,STATE,10,10,2020/04/30
3574,0,FCI MCKEAN,PA,42,MCKEAN,LEWIS RUN,FEDERAL,676,856,2020/01/29
3579,0,ISSAQUAH JAIL,WA,53,KING,ISSAQUAH,LOCAL,19,72,2020/04/30
3581,0.2,MUSKEGON CORRECTIONAL FACILITY,MI,26,MUSKEGON,MUSKEGON,STATE,1297,1321,2019/12/20
3582,0.4,CLINTON COUNTY JAIL,MI,26,CLINTON,ST. JOHNS,COUNTY,182,236,2019/12/20
3583,0,NEWBERRY CORRECTIONAL FACILITY,MI,26,LUCE,NEWBERRY,STATE,1098,1108,2019/12/20
3584,0,OJIBWAY CORRECTIONAL FACILITY,MI,26,GOGEBIC,MARENISCO,STATE,1112,1142,2019/12/20
3585,0.2,CRAWFORD COUNTY JAIL,MI,26,CRAWFORD,GRAYLING,COUNTY,65,51,2019/12/20
3588,16.8,SOUTHAMPTON MEMORIAL HOSPITAL PRISON WARD,VA,51,FRANKLIN,FRANKLIN,STATE,4,-999,2020/04/30
3589,0.6,PARNALL CORRECTIONAL FACILITY,MI,26,JACKSON,JACKSON,STATE,1675,1695,2019/12/20
3590,0.2,GOWANDA CORRECTIONAL FACILITY,NY,36,ERIE,GOWANDA,STATE,1490,1755,2020/02/13
3591,62.8,USP BEAUMONT CAMP,TX,48,JEFFERSON,BEAUMONT,FEDERAL,595,512,2020/03/04
3593,3.4,FCI DUBLIN CAMP,CA,06,ALAMEDA,DUBLIN,FEDERAL,206,194,2019/11/25
3595,0.4,RICHARD A HANDLON CORRECTIONAL FACILITY,MI,26,IONIA,IONIA,STATE,1257,1297,2019/12/20
3596,0.4,SAGINAW CORRECTIONAL FACILITY,MI,26,SAGINAW,FREELAND,STATE,1463,1488,2019/12/20
3598,62.8,FCI BEAUMONT MEDIUM,TX,48,JEFFERSON,BEAUMONT,FEDERAL,1573,1141,2020/02/14
3599,3,EASTERN REGIONAL JAIL,WV,54,BERKELEY,MARTINSBURG,COUNTY,392,500,2020/03/03
3602,75.6,FCI COLEMAN MEDIUM,FL,12,SUMTER,SUMTERVILLE,FEDERAL,1486,1056,2019/12/12
3603,0,DAKOTA WOMEN'S CORRECTIONAL AND REHABILITATION CENTER,ND,38,HETTINGER,NEW ENGLAND,STATE,113,126,2020/02/13
3604,75.6,USP COLEMAN II,FL,12,SUMTER,SUMTERVILLE,FEDERAL,1374,956,2019/12/12
3605,51.4,FDC MIAMI,FL,12,MIAMI-DADE,MIAMI,FEDERAL,1389,1328,2019/12/12
3607,1.8,COLUMBIA COUNTY PRISON,PA,42,COLUMBIA,BLOOMSBURG,COUNTY,194,247,2020/01/29
3608,53.8,LAFOURCHE WORK RELEASE CENTER,LA,22,LAFOURCHE,RACELAND,COUNTY,170,174,2019/12/16
3612,0.4,NEW OUTLOOK ACADEMY,PA,42,ALLEGHENY,PITTSBURGH,NOT AVAILABLE,55,120,2020/01/29
3613,77.6,ASPC-LEWIS,AZ,04,MARICOPA,BUCKEYE,STATE,5480,5972,2019/11/13
3614,69.6,ASPC-PERRYVILLE,AZ,04,MARICOPA,GOODYEAR,STATE,4038,4250,2019/11/13
3617,23.8,LAUDERDALE COUNTY JAIL,TN,47,LAUDERDALE,RIPLEY,COUNTY,138,144,2019/12/06
3622,27,MCLENNAN COUNTY STATE JUVENILE CORRECTIONAL FACILITY,TX,48,MCLENNAN,MART,STATE,225,368,2020/02/25
3625,0.4,OAKLAND COUNTY EAST ANNEX,MI,26,OAKLAND,PONTIAC,COUNTY,369,398,2019/12/20
3628,0,OCEANA COUNTY JAIL,MI,26,OCEANA,HART,COUNTY,53,67,2019/12/20
3629,25.8,FCI BENNETTSVILLE,SC,45,MARLBORO,BENNETTSVILLE,FEDERAL,1265,1152,2020/02/07
3630,3.2,MIDDLETOWN CITY JAIL,OH,39,BUTLER,MIDDLETOWN,LOCAL,50,-999,2020/02/20
3633,71.6,ASPC-PHOENIX,AZ,04,MARICOPA,PHOENIX,STATE,612,720,2019/11/13
3636,10.6,MISSOURI HILLS CAMPUS - BISSEL HALL,MO,29,ST. LOUIS,SAINT LOUIS,STATE,26,20,2020/01/31
3637,88.6,SPRING LAKE YOUTH ACADEMY,FL,12,DESOTO,ARCADIA,STATE,27,30,2019/12/12
3638,1,TREMPEALEAU COUNTY JAIL / SHERIFF,WI,55,TREMPEALEAU,WHITEHALL,COUNTY,37,-999,2020/03/02
3641,0,VILAS COUNTY JAIL / SHERIFF,WI,55,VILAS,EAGLE RIVER,COUNTY,110,125,2020/03/02
3642,1.2,WASHINGTON COUNTY JAIL / JUVENILE DETENTION,WI,55,WASHINGTON,WEST BEND,COUNTY,241,-999,2020/03/02
3644,1,ASPC-SAFFORD FT. GRANT UNIT,AZ,04,GRAHAM,SAFFORD,STATE,527,588,2019/11/13
3645,0.2,HARRISON COUNTY JAIL,OH,39,HARRISON,CADIZ,COUNTY,11,8,2020/02/20
3647,4.2,BUTLER COUNTY CORRECTIONAL COMPLEX,OH,39,BUTLER,HAMILTON,COUNTY,926,848,2020/02/20
3648,0.2,NORTHEAST OHIO CORRECTIONAL CENTER,OH,39,MAHONING,YOUNGSTOWN,MULTI,362,2016,2020/02/20
3650,1.2,CORRECTIONS CENTER OF NORTHWEST OHIO,OH,39,WILLIAMS,STRYKER,COUNTY,621,658,2020/02/20
3651,1.8,DAYTON CORRECTIONAL INSTITUTION,OH,39,MONTGOMERY,DAYTON,STATE,863,-999,2020/02/20
3652,18.8,ASPC-SAFFORD,AZ,04,GRAHAM,SAFFORD,STATE,881,1025,2019/11/13
3653,50.2,LASALLE CORRECTIONAL CENTER,LA,22,LA SALLE,OLLA,COUNTY,760,757,2019/12/16
3655,0,ASPC-WINSLOW APACHE UNIT,AZ,04,APACHE,ST. JOHNS,STATE,306,334,2019/11/13
3656,23.6,ASPC-TUCSON,AZ,04,PIMA,TUCSON,STATE,5077,5098,2019/11/13
3657,0,ASPC-WINSLOW,AZ,04,NAVAJO,WINSLOW,STATE,1216,1292,2019/11/13
